,index,name,skills,describe,url,salary_from,salary_to,salary_currency,salary_gross,salary_median,experience,employment
92,139, senior ios developer ,python swift ios realm мобильные приложения ui firebase metal code review solid storekit a b тесты music , fitingo   новое ios приложение в категории health   fitness приложению меньше года  уже побывали на 13 ом месте в сша и 6 ом месте в великобритании в своей категории  более 45 000 совершенных покупок на более чем 400 000 установок за последний месяц все это было сделано буквально несколькими людьми в компании  проект растет  от задуманного сделано еще очень мало  ищем разработчика с которым разработка пойдет быстрее  о компании мы   успешная команда из 100 человек  которая занимается   разработкой собственных мобильных игр и приложений паблишингом мобильных игр и приложений рекламой и маркетингом мобильных игр и приложений  за последние 3 года мы привлекли более 100 млн пользователей в наши собственные мобильные приложения и приложения наших клиентов и партнеров  потратив на это более  80 млн  что делать   разрабатывать новый функционал рефакторить и оптимизировать код писать код  больше логики  меньше ui  например   хранить историю и прогресс  сделать leaderboard по странам  добавить чат  аналитику и a b тесты  apple health  watch  music и tv участвовать в code review  текущий стек  swift 5 1  mvpc  avfoundation  usernotifications  realm  storekit  firebase  pushwoosh  facebook  python требования   опыт работы разработчиком ios приложений от 3х лет отличное знание swift уверенное знание solid и паттернов проектирования умение профилировать приложение  батарейка  утечки и вот это все  опыт работы с системой контроля версий наличие выпущенных проектов на swift желание делать красивые  интересные и популярные приложения  будет плюсом   умение желание писать небольшие серверные скрипты  например на python  умение автоматизировать рутинные процессы умение рефакторить код итеративно адекватный перфекционизм  для вас   конкурентная заработная плата  выплачивается 2 раза в месяц необходимое оборудование для работы возможность набрать команду и выстроить всю работу под себя в краткосрочной перспективе оформление по тк рф  оплачиваемые больничные  28 дней оплачиваемого отпуска в год возможны регулярные бонусы по результатам работы проектов собеседование с лицом принимающим решение возможность коммуницировать с людьми  которые принимают продуктовые решения  о нас   просторный офис 600 метров на м  автозаводская  3 минуты от метро и от ттк на машине  с ультра современным дизайном и кучей ништяков  кухня с вкусняшками  кальяны каждый вечер в дружной кампании  ps4 pro   4k tv  аркадные автоматы с pac man  metal slug и другими хитами геймдизайна  просторная зона отдыха  5 переговорных комнат и т д  команда из 100 человек занимающаяся паблишингом и маркетингом  готовая сделать продукт успешным после его готовности возможность обучаться английскому языку с носителями каждый будний день по утрам менторы и инвесторы  создавшие большое количество успешных it компаний  оборот в 2018 году более 140 млн долларов   присоединяйтесь к нашей команде уже сегодня  ,https://hh.ru/vacancy/36544967,250000.0,300000.0,RUR,False,275000,senior,full
93,140, senior ruby developer ,ruby sql tdd nosql microservices web bdd , компания amarkets с 2007 года является надежным партнером при работе на финансовых рынках  торговыми и финансовыми услугами компании пользуются клиенты более  чем из 35 стран мира  наша миссия состоит в непрерывном развитии торговых технологий для повышения уровня успешности наших клиентов  обеспечении их лучшими в индустрии условиями торговли  amarkets почти на 40  состоит из разработчиков  мы применяем подходы ddd  cqrs  tdd  microservices  one db per service   мы посвящаем большое количество времени обучению  написанию тестов и рефакторингу  приглашаем в свою профессиональную команду опытных разработчиков  над чем предстоит работать    анализировать задачи бизнеса и находить гибкие решения    улучшать текущую кодовую базу    предлагать новые элементы к текущей архитектуре    писать код   модульный  читаемый и тестируемый    поддерживать и обучать команду junior ов  чем нужно владеть    опытом web разработки от 5 лет    отличным знанием ruby  не только в рамках rails    знанием sql на уровне запросов  tdd bdd  будет полезно    опыт работы с микросервисной архитектурой    опыт работы с nosql решениями    опыт работы с сервисами amazon    понимание принципов ddd cqrs    знание других языков программирования  что мы даем    возможность удаленной работы или переезда в европейское подразделение компании в черногории   современный европейский офис  отличный климат и условия проживания  переезд и легализация за счет компании    конкурентную заработную плату    гибкие методологии разработки  возможность вносить свой вклад в развитие сложного и востребованного продукта    интересные проекты  дружный коллектив и реальные возможности роста  ,https://hh.ru/vacancy/36535553,2800.0,,USD,False,259000,senior,full
94,141, программист bitrix 24 ,js ajax agile php jquery css mysql html scrum api 1c bitrix bitrix24 kanban bitrix 24 администрирование , обязанности   администрирование 1c bitrix24  разработка нового функционала и поддержка корпоративного портала на 1c bitrix24  интеграция с другими корпоративными системами  1c   обучение сотрудников работе в системе  разработка документации и инструкций для пользователей   требования   высшее образование  техническое или инженерно экономическое   наличие опыта разработки для 1c bitrix24  опыт внедрения 1c bitrix24  включая настройку и обучение   знание bitrix api  php  html  css js   jquery  ajax   mysql желательно знание основных методологий agile  scrum  kanban    условия   график работы 5 2 с 09 00  до 18 00  оформление в соответствии с тк рф  возможность обучения и повышения профессионального уровня  комфортный офис и дружный коллектив  возможны премии по результатам работы   ,https://hh.ru/vacancy/36678785,150000.0,,RUR,False,187500,middle,full
95,144, react frontend разработчик ,bootstrap react git nodejs css redux ui figma iot express material tarantool material ui , привет  меня зовут илья  я закончил обучение в мгту им  баумана  иу7   в технопарке mail ru  в netcracker  периодически участвую на codeforces  поступил в вшэ на сиспрог  работал в mail ru group в команде ядра tarantool  но бросил это ради крутого iot проекта  сейчас я   руководитель разработки приложений в компании decast  decast   крупнейший производитель и поставщик приборов учета воды и тепла на российском рынке  у нас масштабный iot проект для интеграции в цифровую экономику  мы сами делаем умные устройства  получаем и анализируем сообщения  на их основе отображаем данные и реализуем полезные сервисы  мне в команду нужен толковый frontend разработчик на react для реализации новых идей  который не будет бояться столкнуться с сложными техническими задачами  а будет активно участвовать в жизни команды и проекта  требования   опыт разработки на react с использованием redux от года  отличные знания чистогоjs  умение адаптивно и кроссбраузерно верстать  опыт работы с git   плюсом будут    опыт работы с популярными css фреймворками  bootstrap  semantic  material ui и т д      опыт разработки на nodejs с использованием express koa и socket io    использование figma для работы с дизайнером    условия   оплата полностью декларируемая  официальная   белая    работа в уютном офисе  чай  кофе  печеньки   есть даже датчики качества воздуха  график работы гибкий  но  желательно  с 12 до 18 всем сотрудникам быть в офисе  посещение профильных конференций и курсов за счет компании  москва  м  полежаевская  м  беговая  для сотрудников компании корпоративный транспорт от метро  улица 1905 года    но лично я хожу пешком  это полезно для здоровья  в условиях нашей сидячей работы    компенсация аренды жилья иногородним сотрудникам    пожалуйста  не забывайте прикладывать ссылки на ваши работы  ,https://hh.ru/vacancy/36525323,150000.0,,RUR,False,187500,middle,full
96,145, senior php developer   full stack developer ,react git linux oop php jquery css mysql sql html redis mongo ios crm android svn rabbit clickhouse react native ii2 https продажи html css , о нас  сервис getcourse ru   платформа для продажи и проведения онлайн обучения  существует с 2014 года  в настоящий момент сервис используют 7000 онлайн школ  которые приводят на наши сервера 1 5 млн посетителей в сутки  сервис является решением  которое позволяет полностью автоматизировать процесс работы онлайн школы   есть конструктор страниц  email рассылки  с недавних пор еще и telegram   vk   fb рассылки   crm c хранением записей звонков и визуальным конструктором бизнес процессов  есть модуль аналитики трафика  реализован на clickhouse   движке яндекс метрики   собственный видеохостинг с защитой видео уникальным водяным знаком для каждого просматривающего  мобильное приложение для ios android реализованное на react native  и еще много чего интересного рынок онлайн образования сейчас активно растущий  и мы на нем уже крупный игрок  игрок  который в перспективе может стать известным не только на этом рынке  но и среди it компаний вообще  итоги 2019 года можно почитать тут https   getcourse ru blog year2019   телеграм канал с апдейтами  getcourse update задачи   разработка новых и доработка существующих модулей сервиса getcourse ru обсуждение с внутренним бизнес заказчиком поступающих задач с целью выбора оптимального  по времени и потенциальной сложности поддержки  варианта реализации задачи  в том числе за счет изменения входящих требований  p s  качество и стабильность продукта мы ставим на первое место  поэтому любая задача от бизнеса  которая требует  покалечить  систему  может быть завернута cto и не пойдет в разработку    требования   опыт работы от 6 лет  нам нужно  чтобы на большинство типовых грабель вы уже наступили  владение php  понимание oop  работа с ii2 желательна владение связкойjs jquery  понимание функционального подхода навыки в рстки html css   верстать почти не приходится  но уметь нужно навыки работы с sql mysql   читая explain select а с join ом  надо уметь увидеть отсутствие индекса способность разбираться в чужом коде и работать в команде желание писать понятный код  не делая сложность ради сложности   3 понятных if гораздо лучше вымученного наследования ради наследования знание linux на базовом уровне умение работать с системами контроля версий git  svn  mongo  redis  rabbit и других страшных слов       условия   сильная команда гибкий график офис в 7 минутах пешком от м  1905 года  ну это конечно после карантина  чай  кофе  плюшки в офисе корпоративный футбол оформление по тк рф  полностью белая зарплата удобное рабочее место  кресло маркус  большой монитор   p p s  не рассматриваем   удаленный вариант работы  есть гибкий график  позволяющий не находиться в офисе 40 часов в неделю  но бывать в офисе обязательно  опять же  после карантина  резюме без указания размера ожидаемой заработной платы  ,https://hh.ru/vacancy/36620913,200000.0,250000.0,RUR,False,225000,senior,full
97,146, junior программистjs ,python cplus nodejs svn redmine code review архитектура jenkins electron , мы расширяем команду разработки системы видеонаблюдения compass и набираем много программистов  архитектура системы  backend   cplus  corba middle   python frontend   electron в разработке мы используем  redmine  jenkins  code review  svn   обязанности   добавление новой функциональности к существующему frontend приложению и доработка   требования   знание nodejs готовность выполнить тестовое задание   условия   оклад обсуждается на собеседовании  оформление по тк  отпускные  больничные по тк  добровольное медицинское страхование  включая стоматологию   график работы  5 2   полный рабочий день  40 часов в неделю   дружный коллектив  стабильность  обучение  профессиональный рост   ,https://hh.ru/vacancy/34503626,55000.0,70000.0,RUR,False,62500,junior,full
98,147, программист cplus python ,git python cplus рефакторинг mercurial opencv boost технический английский оптимизация алгоритмов машинное обучение numpy компьютерное зрение tensorflow scipy сбор данных caffe , обязанности    разработка алгоритмов для интеллектуальных транспортных систем    анализ точности и потенциала прототипов    реализация и оптимизация алгоритмов  компьютерное зрение  машинное обучение     обработка и анализ наборов данных  а иногда и сбор данных     анализ производительности кода    исправление проблем по  рефакторинг    написание автоматических тестов    базовое документирование  doxygen     требования    опыт работы программистом cplus или программистом исследователем python    умение и желание разбираться в чужом коде    знание базовых библиотек python как минимум на уровне написания сервисных скриптов  желательно также numpy  scipy и matplotlib для написания и оценки прототипов    знание стандартной библиотеки cplus и boost    преимуществом будет опыт использования caffe  tensorflow или другой высокопрозиводительной библиотеки для работы со св рточными сетями    преимуществом будет опыт работы с opencv и или dlib    опыт использования распредел нной vcs  mercurial или git     навыки работы с баг трекерами  менеджерами задач    умение искать и фильтровать информацию    обучаемость и желание изучать новые инструменты технологии    желателен технический английский на уровне чтения статей по тематике компьютерного зрения    условия    полный день  оформление по тк    удал нная работа либо офис в центре москвы    инновационные проекты на новых и строящихся скоростных трассах россии  возможность получить уникальный опыт разработки высокопроизводительной системы  основанной на алгоритмах компьютерного зрения    ,https://hh.ru/vacancy/35909189,110000.0,,RUR,False,137500,senior,full
99,148, frontend developer   frontend разработчик ,html5 css3 react git redux kotlinjs api react redux product owner , каршеринг belkacar   экономичная  удобная и безопасная альтернатива собственному автомобилю и такси  ежедневно belkacar используют десятки тысяч человек  а общее количество пользователей превышает миллион  мы ищем frontend разработчика  который займется разработкой интерфейсов внутренних корпоративных систем для отделов управления автопарком и службы поддержки пользователей  под проект выделена команда  в ней есть свой product owner  который отвечает за продуктовые требования и организацию процесса  работаем двухнедельными итерациями  которые начинаются с планирования и заканчиваются демонстрацией результатов работы стейкхолдерам  работать можно из офиса или удал нно с приездом 1 раз в 2 недели  задачи   разрабатывать интерфейсы внутренних корпоративных систем обеспечивать их кросс браузерность взаимодействовать с серверной частью через api и участвовать в его проектировании  мы ждем от вас   готовность работать самостоятельно  так как вы будете первым и какое то время единственным фронтендером опыт проектирования и разработки react от 3 лет  готовы рассмотреть и меньше  если в портфолио хорошие сложные проекты  стандартный набор html5 css3 git   react redux опыт или желание использовать kotlinjs  условия   официальное оформление с белой зп хорошая скидка на каршеринг дмс и завтраки в офисе гибкое начало рабочего дня с 8 до 12  ,https://hh.ru/vacancy/36762506,140000.0,180000.0,RUR,False,160000,senior,full
100,150, java kotlin разработчик в команду  интеллектуальных транспортных систем  ,websocket git kafka mysql sql java gradle html postgres docker mongo kotlin spring gitlab rabbit архитектура spring cloud cloud микросервисная архитектура jooq , софттелематика   российский разработчик интеллектуальных телематических систем и транспортно логистических платформ  создаем системы управления дорожным движением и весогабаритного контроля  платформы управления логистикой и транспортом  разрабатываем и внедряем системы взимания платы на автомобильных дорогах классического барьерного типа и типа  свободный поток  в россии и других странах  в нашей компании работает больше 100 человек  аналитики  разработчики  тестированиеи и девопсы  приглашаем присоединиться к команде  интеллектуальные транспортные системы   разрабатывать платформу и сервисы для повышения пропускной способности дорог по всему миру  команда создает средства управления клиентами  тарифами  счетами и операциями клиентов  сервисы собирающие и обрабатывающие телеметрию объектов дорожной инфраструктуры и бортовых устройств в машинах  интегрирует платформу с банками и агрегаторами платежей  у нас терабайты данных и сложная бизнес логика  которая обслуживает эти данные  пристальное внимание уделяем стабильности  скорости и слаженности работы сервисов и подсистем  инструменты и стек  fw  spring  spring cloud  ktor  jooq  exposedinf  docker  git  gitlab  gradle  consuldb  postgres  mysql  mongo  redismq  rabbit  kafka etc  itext  sql  kotlinx html  rsocket  spring security  websocket микросервисная архитектура  наш будущий коллега   кодит на java не меньше 1 года  идеально   если есть опыт с kotlin  имеет коммерческий опыт работы с экосистемой spring  хорошо знает sql  много учится и применяет новые знания на практике   если вы кодили на java готовы переходить на kotlin и есть желание развиваться в этом направлении мы готовы общаться    мы предлагаем   стабильная  высокая заработная плата  регулярно пересматривается и растет с вашим ростом  обсуждается с успешным кандидатом индивидуально   сложные и нетривиальные задачи  оплачиваемый отпуск 31 день  удобный офис в бизнес парке фактория  7 минут до м  савеловская   гибкий график работы  начинаем день до 11 часов   адекватное и открытое руководство  отсутствие лишней бюрократии  нужная техника  участие в конференциях за счет компании  расширенный пакет дмс  после испытательного срока   дополнительные инструкции мы рассматриваем кандидатов от уровня junior   интервью назначаем быстро и проводим одноэтапные технические собеседования с быстрым фидбеком  пожалуйста в сопроводительном письме оставьте ваши контакты для оперативной связи или можно откликнуться в телеграм  ,https://hh.ru/vacancy/36533597,,250000.0,RUR,False,200000,middle,full
101,151, ios разработчик ,swift ios mvvm alamofire realm rxswift ответственность objective c uikit viper core data , в онлайн проект по изучению английского языка ewa  топ 3 по миру в appstore  ищем ios разработчика для запуска новых приложений  если тебе интересны нетривиальные задачи  ты умеешь быстро писать код  делать прототипы  брать на себя ответственность  тебе прямая дорога в наш большой и уютный офис на 22 этаже москва сити наши требования   обязательное наличие завершенных проектов в своем арсенале со ссылками в сторе  знание языков swift  objective c  отличное понимание uikit  навыки многопоточного программирования  навыки построения архитектур  mvvm  viper   опыт работы с покупками и push уведомлениями  очень желательно умение работать с realm  core data  желательно опыт работы с популярными сторонними библиотеками  такими как swinject  rxswift  realmswift  hero  alamofire и др  владение английским языком на уровне чтения  мы готовы предложить   помощь в переезде иногородним кандидатам работу над большими проектами с многомиллионной аудиторией по всему миру коллектив увлеченных профессионалов официальное трудоустройство офис в москва сити отличное рабочее место гибкое начало рабочего дня  ,https://hh.ru/vacancy/36719093,,200000.0,RUR,False,160000,middle,full
102,153, разработчик angular 2  ,html5 css3 angular vuejs scss gulp webpack css typescript es6 мобильные приложения mac akita rxjs solid server angular 2 web restful , команда компании  медицинские информационные решения  ищет frontend разработчика    мы разрабатываем мобильные приложения  и не только  в сфере здравоохранения  наш хедлайнер   приложение  справочник врача   в котором зарегистрировано более 500 тысяч медицинских специалистов  мы стремимся максимально оптимизировать работу врачей  постоянно развиваем наши продукты  и развиваемся вместе с ними    требования   понимание основных подходов и технологий современногоjs  es6 typescript  rxjs  solid  restful  уверенные знания и реализованные проекты на angular 2   vuejs  управление состоянием  ngrx  akita  готовность провести проект от этапа проектирования к релизу  уверенные навыки кроссбраузерной верстки на html5   css3  scss   flex box  css grid  webpack  gulp желание и готовность работать в команде  желание расти вместе с компанией   преимущества   vuejs  sveltejs server side rendering  web workers  написание тестов   мы предлагаем   участие в разработке веб версий наших мобильных приложений  mac или pc  по желанию   белую  заработную плату  выплачиваемую в срок  два раза в месяц  оформление по тк  с отпусками  больничными и т  д   офис в 10 минутах ходьбы от метро  алексеевская    ,https://hh.ru/vacancy/36760650,120000.0,,RUR,False,150000,middle,full
103,154, golang senior разработчик ,websocket oop kafka sql docker golang json http xml nosql hadoop api clickhouse grpc архитектура spark prometheus k8s , мы команда молодых и амбициозных разработчиков  в поисках талантливых и целеустремл нных коллег  если вы тот  кому интересны сложные задачи  которые требуют элегантных решений  тот кто готов учиться и делиться знаниями   мы жд м вас  над чем предстоит работать   система агрегации и преобразования данных  автоматизированные торговые решения  сервисные api  архитектура и проектирование высоконагруженных отказоустойчевых систем   что мы ожидаем   опыт разработки на golang с использованием std модулей от 3х лет  разработка с использованием концепций конкурретного выполнения и механизмов синхронизации  знание oop и паттернов программирования и практика их применения  опыт написания unit тестов и мокирования отдельных частей приложения  владение практиками выявления race condition  deadlock и их устранение  практика сбора реалистичных метрик работы приложения и тюнинг производительности  опыт работы с сетевыми файловыми потоками данных  опыт дизайна и построения распредел нных систем  опыт разработки с использованием sql и nosql баз данных  key value хранилищ и брокеров сообщения  знание структур хранения данных и алгоритмов работы с ними  обладание аналитическими навыками и профессиональным кругозором   используемые технологии   golang   gomod  clickhouse  leveldb  hadoop  spark или др   prometheus  pprof  websocket  http 2  grpc json  xml  protobuf  nats  kafka или др   docker  k8s   мы предлагаем   зп без задержек  оформление по тк рф  дмс со стоматологией после испытательного срока  частичная компенсация занятий английского языка с частным преподавателем  неограниченный профессиональный рост и возможность работать в развивающейся международной компании  ресурсы на реализацию идей  работу по гибкому графику в уютном офисе   ,https://hh.ru/vacancy/36097854,180000.0,220000.0,RUR,True,200000,senior,full
104,155, full stack developer  python   django   vue  ,python postgres django vue crm vuex devops , exante   международная компания  которая занимается разработкой продуктов на стыке it и финансов  один из наших проектов   собственная брокерская платформа для доступа к финансовым рынкам и основным инструментам биржевой торговли  этот продукт активно используемся клиентами по всему миру с 2011 года и мы продолжаем активно развивать его  поэтому сейчас в поиске разработчика в нашу команду  задачи касаются разработки внутренних сервисов платформы   crm и личного кабинета пользователя  у нашего кандидата есть   практический опыт применения django  python 2 3 и знание одного изjs и фреймворков интересные проекты в резюме  над которыми вы работали  в идеале в области финансовых технологий  хорошее знание postgres внимание к мелочам  интерес к технологиям понимание архитектуры современного бэкенда и фронтенда английский на уровне чтения документации и выше  плюсом будут   умение работать с фреймворками vue vuex понимание процессов devops и развертывания приложений  мы предлагаем    гибкое начало рабочего дня дружная профессиональная команда возможность работать удаленно или в офисах в москве  хамовники  или санкт петербурге  м  чернышевская  в офисе  дмс полис  бесплатные обеды  свежие фрукты  орехи  вкусные чай и кофе  ,https://hh.ru/vacancy/36553510,1500.0,,EUR,False,150000,senior,full
105,157, front end developer  vuejs  ,git vuejs css умение работать в команде html typescript тестирование удаленная работа web , в it компанию приглашается front end developer  vuejs   обязанности   разработка  тестирование и поддержка проекта на vuejs   разработка модулей к существующим проектам  требования   опыт работы сjs или typescript   уверенное знание html  css и основных принципов адаптивной верстки   понимание базовых принципов работы клиент серверных web приложений   понимание базовых принципов объектно ориентированного дизайна программ   наличие опыта работы с любым front end фреймворком будет плюсом   приветствуется понимание принципов flex разметки в css   приветствуется опыт работы с другими языками программирования   приветствуется опыт написания модульных и функциональных тестов   приветствуется опыт работы с git   приветствуется понимание основных принципов разработки дизайна пользовательских интерфейсов   желание активно развиваться и изучать новое   умение работать в команде  желание перенимать опыт коллег и делиться собственным опытом   терпеливое отношение к чужому коду и к критике собственного   умение читать и понимать техническую литературу на английском языке   наличие широкого интернет канала и настроенной программы skype  позволяющих поддерживать качественную видеосвязь  условия и основные принципы   удаленная работа   полный рабочий день  5 дней в неделю  8 часов в день    начальная ставка заработной платы 1500 eur в месяц   возможен переезд за границу  ,https://hh.ru/vacancy/35590689,1500.0,,EUR,False,150000,middle,full
106,159, junior front end web  js  разработчик ,js ajax agile css html adobe photoshop http ответственность selenium web графика макеты , о компании kameleoon является французским разработчиком программного обеспечения по а б тестированию и веб персонализации  благодаря инновационным технологиям и методологиям  мы сопровождаем наших клиентов   веб лидеров  в изучении их клиентов и оптимизации конверсии  мы ищем специалистов с глубокими знаниями цифровых технологий  если вы хотите работать в талантливой команде   разработчика по   эксперта в своей области  работать над сложными техническими задачами для требовательных клиентов  присоединяйтесь к нам в качестве front end  js  developer  причины  по которым нас выбирают кандидаты    kameleoon   международная компания  в которой у вас будет прекрасная возможность получить значимый профессиональный опыт  быстрый карьерный рост  если ваши результаты соответствуют нашим ожиданиям  возможность занятия руководящей должности  мотивирующая и стабильная зарплата  100   белая   стимулирующая и дружественная рабочая атмосфера   некогда будет скучать   ваша миссия от вас потребуются отличные знанияjs и понимание организации и принципов функционирования веб сайтов  генерация сервером страниц html  динамические изменения сайтов с использованиемjs  применение технологии ajax   ваши задачи будут связаны с разработкой кодаjs и интеграцией изменений на веб сайты  а именно     интеграция различных вариантов уже существующих сайтов  сайты наших клиентов     разработка новых функций и модулей на нашей платформе  исходя из макетов и спецификаций    интеграция партнерских решений  работающих на основеjs    написание тестов  selenium   phantomjs   ваш профиль у вас есть высшее техническое образование  вы обладаете высокой производительностью  знакомы с клиент серверной моделью и гибкой методологией разработки  agile development methodology   у вас уже есть значительный опыт front end разработки  или вы сможете быстро его приобрести  самое важное   вы должны быть способны быстро разрабатывать изменения и новый функционал  без создания ошибок и конфликтов  на веб сайтах  с которыми вы будете работать  ваша продуктивность и способность работать автономно также являются основными критериями для данной вакансии  наконец  вы разделяете наши ценности  в том числе обязательства перед нашими клиентами  а также стремление к совершенству  у вас есть особые качества   следующие навыки    ответственность к требованиям графика работы   автономность  но способность работать в  команде    способность быстро и качественно верстать и интегрировать макеты  используяjs   html   css   глубокие знания веб технологий  js  html  css  http    опыт работы с графическими редакторами и программным обеспечением системы нис  особенно adobe photoshop  но также будет плюсом знание illustrator  powerpoint  предлагаемая заработная плата  в зависимости от профессионального опыта  ,https://hh.ru/vacancy/36517495,35000.0,80000.0,RUR,True,57500,junior,full
